logSection	time	logText	value
Experiment	1697564	Final Manual Zone Size (km2):	1.7865841681995287
Experiment	1707741	Manual Polygon Drawn	
Experiment	1707742	Manual Zone: "type":"FeatureCollection","features":[{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.042566299438477,45.15359552117533],[6.041364669799805,45.14621056019854],[6.038274765014648,45.14173069142561],[6.035356521606446,45.139914428120875],[6.038789749145509,45.13870355377392],[6.043081283569337,45.13664500836805],[6.04050636291504,45.13337540115239],[6.03775978088379,45.1309533490207],[6.036386489868164,45.12828897287207],[6.038618087768555,45.12441329447748],[6.043939590454102,45.12453441341313],[6.041364669799805,45.12780452747322],[6.041536331176759,45.129500068368685],[6.045312881469727,45.1313166633978],[6.047029495239258,45.13373870010045],[6.047372817993163,45.137977016822504],[6.046342849731444,45.1408831090836],[6.046342849731444,45.14415228582925],[6.047201156616211,45.14572626703284],[6.049089431762694,45.14318366041101],[6.051321029663086,45.14197285549466],[6.052007675170898,45.1380981069573],[6.054925918579102,45.13664500836805],[6.057329177856445,45.137613744875296],[6.057844161987304,45.13979334184336],[6.054754257202148,45.14039877065943],[6.053552627563476,45.14209393714344],[6.042566299438477,45.15359552117533]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.05595588684082,45.14209393714344],[6.059904098510742,45.14233609966965],[6.060590744018554,45.14366797517732],[6.05818748474121,45.14548411890709],[6.05647087097168,45.14705806333825],[6.054067611694336,45.14935836548699],[6.050119400024413,45.150326885987994],[6.047716140747069,45.15274811523838],[6.042566299438477,45.15359552117533],[6.05595588684082,45.14209393714344]]]},"properties":null}]	
Experiment	1707743	Final Manual Zone Size (km2):	2.3115759430911345
Experiment	1736133	Manual Polygon Drawn	
Experiment	1736134	Manual Zone: "type":"FeatureCollection","features":[{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.042566299438477,45.15359552117533],[6.041364669799805,45.14621056019854],[6.038274765014648,45.14173069142561],[6.035356521606446,45.139914428120875],[6.038789749145509,45.13870355377392],[6.043081283569337,45.13664500836805],[6.04050636291504,45.13337540115239],[6.03775978088379,45.1309533490207],[6.036386489868164,45.12828897287207],[6.038618087768555,45.12441329447748],[6.043939590454102,45.12453441341313],[6.041364669799805,45.12780452747322],[6.041536331176759,45.129500068368685],[6.045312881469727,45.1313166633978],[6.047029495239258,45.13373870010045],[6.047372817993163,45.137977016822504],[6.046342849731444,45.1408831090836],[6.046342849731444,45.14415228582925],[6.047201156616211,45.14572626703284],[6.049089431762694,45.14318366041101],[6.051321029663086,45.14197285549466],[6.052007675170898,45.1380981069573],[6.054925918579102,45.13664500836805],[6.057329177856445,45.137613744875296],[6.057844161987304,45.13979334184336],[6.054754257202148,45.14039877065943],[6.053552627563476,45.14209393714344],[6.042566299438477,45.15359552117533]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.05595588684082,45.14209393714344],[6.059904098510742,45.14233609966965],[6.060590744018554,45.14366797517732],[6.05818748474121,45.14548411890709],[6.05647087097168,45.14705806333825],[6.054067611694336,45.14935836548699],[6.050119400024413,45.150326885987994],[6.047716140747069,45.15274811523838],[6.042566299438477,45.15359552117533],[6.05595588684082,45.14209393714344]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.13863229751587,45.0501493123912],[6.13811731338501,45.04920941075255],[6.13708734512329,45.048451414309625],[6.136314868927002,45.04666250287781],[6.133825778961182,45.047996611622295],[6.134169101715088,45.04635929200552],[6.136443614959718,45.04538900641373],[6.138417720794678,45.04551029301274],[6.1399197578430185,45.046419934308574],[6.1399197578430185,45.04708699539893],[6.142537593841554,45.04708699539893],[6.143438816070557,45.048421094243],[6.143438816070557,45.049300369650695],[6.13863229751587,45.0501493123912]]]},"properties":null}]	
Experiment	1736134	Final Manual Zone Size (km2):	2.520124340922029
Experiment	1752404	Manual Polygon Drawn	
Experiment	1752405	Manual Zone: "type":"FeatureCollection","features":[{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.042566299438477,45.15359552117533],[6.041364669799805,45.14621056019854],[6.038274765014648,45.14173069142561],[6.035356521606446,45.139914428120875],[6.038789749145509,45.13870355377392],[6.043081283569337,45.13664500836805],[6.04050636291504,45.13337540115239],[6.03775978088379,45.1309533490207],[6.036386489868164,45.12828897287207],[6.038618087768555,45.12441329447748],[6.043939590454102,45.12453441341313],[6.041364669799805,45.12780452747322],[6.041536331176759,45.129500068368685],[6.045312881469727,45.1313166633978],[6.047029495239258,45.13373870010045],[6.047372817993163,45.137977016822504],[6.046342849731444,45.1408831090836],[6.046342849731444,45.14415228582925],[6.047201156616211,45.14572626703284],[6.049089431762694,45.14318366041101],[6.051321029663086,45.14197285549466],[6.052007675170898,45.1380981069573],[6.054925918579102,45.13664500836805],[6.057329177856445,45.137613744875296],[6.057844161987304,45.13979334184336],[6.054754257202148,45.14039877065943],[6.053552627563476,45.14209393714344],[6.042566299438477,45.15359552117533]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.05595588684082,45.14209393714344],[6.059904098510742,45.14233609966965],[6.060590744018554,45.14366797517732],[6.05818748474121,45.14548411890709],[6.05647087097168,45.14705806333825],[6.054067611694336,45.14935836548699],[6.050119400024413,45.150326885987994],[6.047716140747069,45.15274811523838],[6.042566299438477,45.15359552117533],[6.05595588684082,45.14209393714344]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.13863229751587,45.0501493123912],[6.13811731338501,45.04920941075255],[6.13708734512329,45.048451414309625],[6.136314868927002,45.04666250287781],[6.133825778961182,45.047996611622295],[6.134169101715088,45.04635929200552],[6.136443614959718,45.04538900641373],[6.138417720794678,45.04551029301274],[6.1399197578430185,45.046419934308574],[6.1399197578430185,45.04708699539893],[6.142537593841554,45.04708699539893],[6.143438816070557,45.048421094243],[6.143438816070557,45.049300369650695],[6.13863229751587,45.0501493123912]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.1447691917419425,45.04878493398209],[6.145198345184324,45.04754180531873],[6.145927906036376,45.046207685966664],[6.148202419281004,45.04508578879117],[6.150777339935301,45.04493417937721],[6.153566837310789,45.045025145073794],[6.154897212982176,45.04593479408419],[6.155283451080321,45.04663218186289],[6.152966022491453,45.047299240478196],[6.148030757904054,45.04826949366867],[6.1447691917419425,45.04878493398209]]]},"properties":null}]	
Experiment	1752405	Final Manual Zone Size (km2):	2.7346450248360163
Experiment	1764380	Manual Polygon Drawn	
Experiment	1764381	Manual Zone: "type":"FeatureCollection","features":[{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.042566299438477,45.15359552117533],[6.041364669799805,45.14621056019854],[6.038274765014648,45.14173069142561],[6.035356521606446,45.139914428120875],[6.038789749145509,45.13870355377392],[6.043081283569337,45.13664500836805],[6.04050636291504,45.13337540115239],[6.03775978088379,45.1309533490207],[6.036386489868164,45.12828897287207],[6.038618087768555,45.12441329447748],[6.043939590454102,45.12453441341313],[6.041364669799805,45.12780452747322],[6.041536331176759,45.129500068368685],[6.045312881469727,45.1313166633978],[6.047029495239258,45.13373870010045],[6.047372817993163,45.137977016822504],[6.046342849731444,45.1408831090836],[6.046342849731444,45.14415228582925],[6.047201156616211,45.14572626703284],[6.049089431762694,45.14318366041101],[6.051321029663086,45.14197285549466],[6.052007675170898,45.1380981069573],[6.054925918579102,45.13664500836805],[6.057329177856445,45.137613744875296],[6.057844161987304,45.13979334184336],[6.054754257202148,45.14039877065943],[6.053552627563476,45.14209393714344],[6.042566299438477,45.15359552117533]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.05595588684082,45.14209393714344],[6.059904098510742,45.14233609966965],[6.060590744018554,45.14366797517732],[6.05818748474121,45.14548411890709],[6.05647087097168,45.14705806333825],[6.054067611694336,45.14935836548699],[6.050119400024413,45.150326885987994],[6.047716140747069,45.15274811523838],[6.042566299438477,45.15359552117533],[6.05595588684082,45.14209393714344]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.13863229751587,45.0501493123912],[6.13811731338501,45.04920941075255],[6.13708734512329,45.048451414309625],[6.136314868927002,45.04666250287781],[6.133825778961182,45.047996611622295],[6.134169101715088,45.04635929200552],[6.136443614959718,45.04538900641373],[6.138417720794678,45.04551029301274],[6.1399197578430185,45.046419934308574],[6.1399197578430185,45.04708699539893],[6.142537593841554,45.04708699539893],[6.143438816070557,45.048421094243],[6.143438816070557,45.049300369650695],[6.13863229751587,45.0501493123912]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.1447691917419425,45.04878493398209],[6.145198345184324,45.04754180531873],[6.145927906036376,45.046207685966664],[6.148202419281004,45.04508578879117],[6.150777339935301,45.04493417937721],[6.153566837310789,45.045025145073794],[6.154897212982176,45.04593479408419],[6.155283451080321,45.04663218186289],[6.152966022491453,45.047299240478196],[6.148030757904054,45.04826949366867],[6.1447691917419425,45.04878493398209]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.1623215675353995,45.04499482319102],[6.163737773895264,45.043630321830506],[6.166527271270752,45.043296772103304],[6.169059276580811,45.043236126489404],[6.169874668121338,45.043751612158246],[6.164767742156982,45.044721925522566],[6.1623215675353995,45.04499482319102]]]},"properties":null}]	
Experiment	1764382	Final Manual Zone Size (km2):	2.792719418636097
Experiment	1779788	confirmManualZone()	
Experiment	1779792	Manual Zone: "type":"FeatureCollection","features":[{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.042566299438477,45.15359552117533],[6.041364669799805,45.14621056019854],[6.038274765014648,45.14173069142561],[6.035356521606446,45.139914428120875],[6.038789749145509,45.13870355377392],[6.043081283569337,45.13664500836805],[6.04050636291504,45.13337540115239],[6.03775978088379,45.1309533490207],[6.036386489868164,45.12828897287207],[6.038618087768555,45.12441329447748],[6.043939590454102,45.12453441341313],[6.041364669799805,45.12780452747322],[6.041536331176759,45.129500068368685],[6.045312881469727,45.1313166633978],[6.047029495239258,45.13373870010045],[6.047372817993163,45.137977016822504],[6.046342849731444,45.1408831090836],[6.046342849731444,45.14415228582925],[6.047201156616211,45.14572626703284],[6.049089431762694,45.14318366041101],[6.051321029663086,45.14197285549466],[6.052007675170898,45.1380981069573],[6.054925918579102,45.13664500836805],[6.057329177856445,45.137613744875296],[6.057844161987304,45.13979334184336],[6.054754257202148,45.14039877065943],[6.053552627563476,45.14209393714344],[6.042566299438477,45.15359552117533]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.05595588684082,45.14209393714344],[6.059904098510742,45.14233609966965],[6.060590744018554,45.14366797517732],[6.05818748474121,45.14548411890709],[6.05647087097168,45.14705806333825],[6.054067611694336,45.14935836548699],[6.050119400024413,45.150326885987994],[6.047716140747069,45.15274811523838],[6.042566299438477,45.15359552117533],[6.05595588684082,45.14209393714344]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.13863229751587,45.0501493123912],[6.13811731338501,45.04920941075255],[6.13708734512329,45.048451414309625],[6.136314868927002,45.04666250287781],[6.133825778961182,45.047996611622295],[6.134169101715088,45.04635929200552],[6.136443614959718,45.04538900641373],[6.138417720794678,45.04551029301274],[6.1399197578430185,45.046419934308574],[6.1399197578430185,45.04708699539893],[6.142537593841554,45.04708699539893],[6.143438816070557,45.048421094243],[6.143438816070557,45.049300369650695],[6.13863229751587,45.0501493123912]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.1447691917419425,45.04878493398209],[6.145198345184324,45.04754180531873],[6.145927906036376,45.046207685966664],[6.148202419281004,45.04508578879117],[6.150777339935301,45.04493417937721],[6.153566837310789,45.045025145073794],[6.154897212982176,45.04593479408419],[6.155283451080321,45.04663218186289],[6.152966022491453,45.047299240478196],[6.148030757904054,45.04826949366867],[6.1447691917419425,45.04878493398209]]]},"properties":null},{"type":"Feature","geometry":{"type":"Polygon","coordinates":[[[6.1623215675353995,45.04499482319102],[6.163737773895264,45.043630321830506],[6.166527271270752,45.043296772103304],[6.169059276580811,45.043236126489404],[6.169874668121338,45.043751612158246],[6.164767742156982,45.044721925522566],[6.1623215675353995,45.04499482319102]]]},"properties":null}]	
Experiment	1779793	Final Manual Zone Size (km2):	2.792719418636097
Experiment	1782603	ExperimentInstructions Step 12/13	
Experiment	2145232	Tree node hover start: filter=Filter8, nodeName=Tours des téléphonie, isFolder=true, nodeRef=undefined	
Experiment	2788016	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2788251	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2788693	Tree node hover start: filter=Filter8, nodeName=Ruisseaus, isFolder=true, nodeRef=undefined	
Experiment	2789125	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2793898	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2794498	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2794719	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2795247	Tree node hover start: filter=Filter8, nodeName=Rivières, isFolder=true, nodeRef=undefined	
Experiment	2795484	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2795704	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2796922	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2797146	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2797386	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2797541	Tree node hover start: filter=Filter8, nodeName=Cols, isFolder=true, nodeRef=undefined	
Experiment	2798029	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2798239	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2798471	Tree node hover start: filter=Filter8, nodeName=Rivières, isFolder=true, nodeRef=undefined	
Experiment	2798636	Tree node hover start: filter=Filter8, nodeName=Ruisseaus, isFolder=true, nodeRef=undefined	
Experiment	2799112	Tree node hover start: filter=Filter8, nodeName=Tours des téléphonie, isFolder=true, nodeRef=undefined	
Experiment	2799255	Tree node hover start: filter=Filter8, nodeName=Ruisseaus, isFolder=true, nodeRef=undefined	
Experiment	2801574	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2803689	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2804012	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2804273	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501631	
Experiment	2804488	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501630	
Experiment	2805771	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=23424099	
Experiment	2805930	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2807598	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2809586	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2811849	Tree node hover start: filter=Filter8, nodeName=Belle Étoile, isFolder=false, nodeRef=30483353	
Experiment	2812018	Tree node hover start: filter=Filter8, nodeName=Bambins, isFolder=false, nodeRef=379391655	
Experiment	2812199	Tree node hover start: filter=Filter8, nodeName=Bauchets, isFolder=false, nodeRef=226755404	
Experiment	2812344	Tree node hover start: filter=Filter8, nodeName=Belle Étoile, isFolder=false, nodeRef=30483353	
Experiment	2812490	Tree node hover start: filter=Filter8, nodeName=Bambins, isFolder=false, nodeRef=379391655	
Experiment	2812783	Tree node hover start: filter=Filter8, nodeName=Bambins, isFolder=false, nodeRef=379391655	
Experiment	2812949	Tree node hover start: filter=Filter8, nodeName=Baby, isFolder=false, nodeRef=250744647	
Experiment	2813282	Tree node hover start: filter=Filter8, nodeName=Babars, isFolder=false, nodeRef=184501634	
Experiment	2813433	Tree node hover start: filter=Filter8, nodeName=Auris Express, isFolder=false, nodeRef=23424329	
Experiment	2813583	Tree node hover start: filter=Filter8, nodeName=Ancontres, isFolder=false, nodeRef=30483354	
Experiment	2814742	Tree node hover start: filter=Filter8, nodeName=Alpette, isFolder=false, nodeRef=44625842	
Experiment	2814925	Tree node hover start: filter=Filter8, nodeName=Alpette-Rousses, isFolder=false, nodeRef=23256886	
Experiment	2815459	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501631	
Experiment	2815890	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501630	
Experiment	2816181	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501630	
Experiment	2816424	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501631	
Experiment	2816566	Tree node hover start: filter=Filter8, nodeName=Alpette, isFolder=false, nodeRef=44625842	
Experiment	2816711	Tree node hover start: filter=Filter8, nodeName=Alpette-Rousses, isFolder=false, nodeRef=23256886	
Experiment	2816853	Tree node hover start: filter=Filter8, nodeName=Ancontres, isFolder=false, nodeRef=30483354	
Experiment	2816997	Tree node hover start: filter=Filter8, nodeName=Auris Express, isFolder=false, nodeRef=23424329	
Experiment	2817146	Tree node hover start: filter=Filter8, nodeName=Babars, isFolder=false, nodeRef=184501634	
Experiment	2817444	Tree node hover start: filter=Filter8, nodeName=Auris Express, isFolder=false, nodeRef=23424329	
Experiment	2818140	Tree node hover start: filter=Filter8, nodeName=Auris Express, isFolder=false, nodeRef=23424329	
Experiment	2819256	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=23424099	
Experiment	2819396	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2820899	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=23424099	
Experiment	2821057	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501630	
Experiment	2849436	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2887645	Tree node hover start: filter=Filter8, nodeName=Alpette-Rousses, isFolder=false, nodeRef=23256886	
Experiment	2888529	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501631	
Experiment	2888853	Tree node hover start: filter=Filter8, nodeName=Alpauris, isFolder=false, nodeRef=184501630	
Experiment	2891477	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2891915	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2900073	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2900271	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2900923	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2901340	Tree node hover start: filter=Filter8, nodeName=Pistes, isFolder=true, nodeRef=undefined	
Experiment	2901567	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2901826	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2903391	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2906656	Tree node hover start: filter=Filter8, nodeName=Chamin de la Chalp aux Prés des Côtes, isFolder=false, nodeRef=202825476	
Experiment	2907438	Tree node hover start: filter=Filter8, nodeName=3200 M - les 2 Alpes 1650 M, isFolder=false, nodeRef=345322159	
Experiment	2907594	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2908973	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2909729	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2935978	Tree node hover start: filter=Filter8, nodeName=Tours des téléphonie, isFolder=true, nodeRef=undefined	
Experiment	2936158	Tree node hover start: filter=Filter8, nodeName=Routes, isFolder=true, nodeRef=undefined	
Experiment	2936782	Tree node hover start: filter=Filter8, nodeName=Randonnées, isFolder=true, nodeRef=undefined	
Experiment	2937660	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2937869	Tree node hover start: filter=Filter8, nodeName=Rivières, isFolder=true, nodeRef=undefined	
Experiment	2938026	Tree node hover start: filter=Filter8, nodeName=Ruisseaus, isFolder=true, nodeRef=undefined	
Experiment	2938302	Tree node hover start: filter=Filter8, nodeName=Villes, isFolder=true, nodeRef=undefined	
Experiment	2938947	Tree node hover start: filter=Filter8, nodeName=Tours des téléphonie, isFolder=true, nodeRef=undefined	
Experiment	2939133	Tree node hover start: filter=Filter8, nodeName=Ruisseaus, isFolder=true, nodeRef=undefined	
Experiment	2939471	Tree node hover start: filter=Filter8, nodeName=Rivières, isFolder=true, nodeRef=undefined	
Experiment	2940352	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2940545	Tree node hover start: filter=Filter8, nodeName=Plan d'Eau, isFolder=true, nodeRef=undefined	
Experiment	2940747	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2940906	Tree node hover start: filter=Filter8, nodeName=Cols, isFolder=true, nodeRef=undefined	
Experiment	2941216	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2941694	Tree node hover start: filter=Filter8, nodeName=Lignes Electrique, isFolder=true, nodeRef=undefined	
Experiment	2942546	Tree node hover start: filter=Filter8, nodeName=Remontées mécaniques, isFolder=true, nodeRef=undefined	
Experiment	2974352	Questionnaire Form:	
Experiment	2974352	sus1: 2	
Experiment	2974352	sus2: 3	
Experiment	2974353	sus3: 2	
Experiment	2974353	sus4: 4	
Experiment	2974353	sus5: 4	
Experiment	2974353	sus6: 2	
Experiment	2974353	sus7: 3	
Experiment	2974353	sus8: 4	
Experiment	2974354	sus9: 2	
Experiment	2974355	sus10: 3	
Experiment	2974355	questionReasoning: Intéressant parce-qu'on utilise un outil de recherche très cartésien. On évite ainsi des zones mal connues ou de moindre évidence. En revanche, outil déstabilisant dans la mesure où il fait perdre à l'opérateur le raisonnement intuitif de terrain.	
Experiment	2974355	questionFeedback: Besoin de faire le lien avec les différents objets: Ex, piste=piste de ski. Affinage des rubriques: ex, sentier balisé de grande randonnée ou pas. Remontées mécaniques par nature:ex, télésiège, téléphérique? Itinéraire vtt? Zone boisée, forêt?Le pas spatial des "buffer" pourrait-il être affiné?	
Experiment	2974355	ExperimentInstructions Step 13/13	
